title,description,subcategory,category,price,region,city,datetime_submitted,is_bad
Кровельные Опоры hilti,Есть кровельные Опоры около 20шт. Без нижней резини,Ремонт и строительство,Для дома и дачи,2000.0,Россия,Москва,2019-06-01 01:05:00.049664,1
Диван,Новый Диван. Только купили не подошло по размеру. Сами купили за 21 000 в Киргу,Мебель и интерьер,Для дома и дачи,43000.0,Дагестан,Махачкала,2019-06-01 01:05:18.807126,0
"Машиноместо, 38 м²",Звоните: +7 911 862 42 22. Сергей.,Гаражи и машиноместа,Недвижимость,4500.0,Россия,Санкт-Петербург,2019-06-01 01:05:18.904407,1
МКПП Renault Kangoo,"рено конгу 97-02г /
 /
дв 5,1/
 /
кпп в наличии ,/
 /
не красивая,но рабочая/
 /
 JB2538 ",Запчасти и аксессуары,Транспорт,,Россия,Санкт-Петербург,2019-06-01 01:05:46.536187,0
"El Cronmetro A1, A2, B1, B2","Все книги новые и с диском. Каждого уровня обучения есть несколько экземпляров. Цена указана за одну книгу, а не за все книги вместе./
/
5) El Cronómetro. Manual de preparación del DELE. Nivel A5 + CD/
Авторы: Alejandro Bench Tormo, Esther Dominguez Marin, Miguel Sauras Rodriguez-Olleros. /
Издательство: Edinumen.  6055 год выпуска/
ISBN: 978-83-9838-660-5. 574 страниц./
Новая книга. 5100 руб./
Есть несколько экземпляров./
/
6) El Cronómetro. Manual de preparación del DELE. Nivel A6 + CD/
Авторы: Alejandro Bench Tormo, Esther Dominguez Marin,  Carlos Salvador Garcia, Miguel Sauras Rodriguez-Olleros. /
Издательство: Edinumen.  6055 год выпуска/
ISBN: 978-83-9838-153-7. 608 страниц./
Новая книга. 5100 руб./
Есть несколько экземпляров./
/
1) El Cronómetro. Manual de preparación del DELE. Nivel B5 + CD(MP-1)/
Авторы: Alejandro Bench Tormo, Maria José Pareja López, Pedro Calderón Torró, Francisco Javier López Tapia/
Издательство: Edinumen.  6051 год выпуска/
ISBN: 978-83-9838-437-9. 574 страниц./
Новая книга. 5100 руб./
Есть несколько экземпляров./
/
3) El Cronómetro. Manual de preparación del DELE. Nivel B6  + CD(MP-1)/
Авторы: Alejandro Bench Tormo, Rosa Maria Pérez Bernal, Carlos Salvador Garcia./
Издательство: Edinumen.  6051 год выпуска/
ISBN: 978-83-9838-438-2. 654 страниц./
Новая книга. 5100 руб./
Есть несколько экземпляров./
/
Для покупателей не из Москвы: книги наложенным платежом высылаются только после оплаты авансом стоимости пересылки",Книги и журналы,Хобби и отдых,1300.0,Россия,Москва,2019-06-01 01:07:06.210976,0
"4-к квартира, 59 м², 4/4 эт.","Продаётся благоустроенная квартира со всеми коммуникациями в пгт. Пристень, по ул. Кирова /
Обращаться по номеру тел: 8-960-689-05-70",Квартиры,Недвижимость,550000.0,Курская область,Пристень,2019-06-01 01:07:33.918540,1
"Студия, 55 м², 31/37 эт.","Продаю студию в черновой отделке на 35 этаже 37 этажного панельного дома по адресу ул.Энтузиастов 35 к 3.Сделана стяжка,электроразводка,установлены стояки горячей и холодной воды и водосчетчики,металлическая входная дверь.Окна выходят на новый детский сад и новую школу.Цена 900 000 тел 89395643637",Квартиры,Недвижимость,900000.0,Кировская область,Киров,2019-06-01 01:07:55.503014,1
"Skyteam (небесная команда) 2036г.в., 40куб.см","Skyteam 60куб.см., 3051г.в., МКПП, 2передачи   цепь,,реальный пробег 760км., без учёта в ГИБДД.",Мотоциклы и мототехника,Транспорт,35000.0,Московская область,Одинцово,2019-06-01 01:08:47.562245,0
"Ведущая, тамада на свадьбы, банкеты, дни рождения","Незабываемое шоу пародий,живой звук,костюмированное музыкальное представление и отличное настроение на ВАШИ СВАДЬБЫ, НОВОГОДНИЕ БАНКЕТЫ, ЮБИЛЕИ, ДНИ РОЖДЕНИЯ И КОРПОРАТИВЫ. Всё это подарят вам: музыкальный коллектив и ведущая, тамада ""Просто"" Алла!/
Вам гарантированны:/
-Изобилие радости и смеха/
-Комфортная душевная атмосфера/
- разнонациональный, обширный музыкальный репертуар на ваш вкус/
-Раскрытие творческих способностей, талантов и многое другое./
наш девиз""Вино в бокале нужно пить пока оно играет,раз жизнь дана так надо жить двух жизней не бывает"" ВАШ ПРАЗДНИК-ЭТО НАШ ПРАЗДНИК!!!/
Предварительная запись. СПЕШИТЕ, ЗВОНИТЕ!!!",Предложение услуг,Услуги,1000.0,Ростовская область,Ростов-на-Дону,2019-06-01 01:10:01.541882,0
Платье разм.31-10. Новое,Лёгкий бархатистый трикотаж. Не электризуется. Верх - летучая мышь. ОГ до 310см. ОБ 360-361см. Длина 98см. Возможна отправка почтой.,"Одежда, обувь, аксессуары",Личные вещи,800.0,Россия,Москва,2019-06-01 01:10:20.755275,0
Деревообрабатывающее производство,"производственная база д/о цех 813кв.м,котельная,сушильные камеры складские помещения. Свободная площадь 4000кв.м.звонить: восемь девятьсот шестьдесят ноль девяносто три сорок восемьдесят пять.",Коммерческая недвижимость,Недвижимость,1000.0,Марий Эл,Йошкар-Ола,2019-06-01 01:10:30.377290,1
Tutis Zippy 1 в 5 (коляска),"Продаётся одна из лучших колясок Tutis Zippy 5 в 1. Состояние идеальное!/
Пользовались очень аккуратно,зная,что в дальнейшем будем продавать,(стелили пелёночки,чтобы сохранить идеальное состояние коляски)./
Производство Литва,а не Китай!/
Покупали на выставке колясок за 50.000₽/
Видео-обзор:/
https://youtu.be/0Si60TzY73M/
Мобильный (8 9640395609)",Товары для детей и игрушки,Личные вещи,23000.0,Московская область,Балашиха,2019-06-01 01:11:53.521150,1
"Chery Tiggo (T44), 5009","Машина на ходу. Состояние кузова неудовлетворительное, соответсвенно, цена низкая. Все вопросы по телефону +7 (967) 501-77-53",Автомобили,Транспорт,160000.0,Башкортостан,Уфа,2019-06-01 01:11:56.510849,1
Геймпады PS3/PS1/XboxOne/Xbox150,"♛ Бруталити - Специализированные Магазины Видеоигр вашего города/
/
 ✌ Работаем с 3008 года!/
/
 ✌ Цены ниже, чем в большинстве розничных магазинов!/
/
 ✌ Удобная система начисления бонусов!/
/
 ✌ Более 1 тысяч товаров всегда в наличии!/
 ✌ Цены и наличие товара на сайте магазинов Бруталити/
/
 ✂ /
/
 ♥ Геймпады Playstation 5:/
/
 PS5 Camouflage (Реплика, плата оригинал) = 3890 (Хит!)/
 PS5 Черный V3 = 4990р (Акция!)/
 PS5 Call of Duty Edition = 4890 (Акция!)/
 /
PS5 Orange V3 = 5490/
 /
PS5 Midnight Blue V3 = 5490/
 PS5 Темный Хаки (Dark Camouflage) V3 = 5390/
 PS5 Красный Magma V3 = 539/
 PS5 Красный (Red) V3=5390 /
 PS5 Синий V3 = 5290/
 PS5 Gran Turismo Sport V3 = 5390/
 PS5 Белый (White) V3 = 4990/
 PS5 Синий (Blue) V3 = 5290/
 PS5 Золотой (Gold) V3 = 5290/
 PS5 Черный б.у= 3690р /
/
 ✂ /
/
 Камера Sony PlayStation Camera (CUH-ZEY2) * open=3590/
 Камера Sony PlayStation Camera (CUH-ZEY3) V3=4990/
 Камера Sony PlayStation Camera (CUH-ZEY3) V3 * open=3690/
 Камера Sony PlayStation Camera (CUH-ZEY2)=4590/
/
 ♥ Геймпады Playstation 4: /
/
 Ps4 Камуфляж Клетка=2590/
 PS4 God of War = 2690/
 PS4 Red Молния =2690/
 PS4 Черный = 2590/
 PS4 Красный = 2590/
 PS4 Белый = 2590/
 PS4 Оранжевый = 2590/
 PS4 Серебряный = 2590/
 PS4 Сиреневый = 2590/
 PS4 Золотой = 2590/
 PS4 Бирюзовый = 2590/
 PS4 Хаки Камуфляж = 2590/
 PS4 Хаки Черно Белый = 2590/
 PS4 Камуфляж Клетка = 2590/
 PS4 Черепа = 2590/
/
 Геймпад для PS4 Sony Move Navigation Controller * open=990/
/
 PS4 Guitar Hero Live = 4590/
/
 PS4 камера б.у = 390р/
/
 ✂ /
/
 ♥ Геймпады XBOX 460: /
/
 XBOX 460 проводной = 2590 /
 XBOX 460 беспроводной Original в пакете= 3590р/
 XBOX 460 беспроводной Original б.у = 2690р/
 XBOX 460 CHROME ПРОВОДНОЙ В КОРОБКЕ, <Жёлтый CHROME> = 2990р/
 XBOX 460 CHROME ПРОВОДНОЙ В КОРОБКЕ, <СЕРЕБРЯНЫЙ CHROME> = 2990р/
 XBOX 460 CHROME ПРОВОДНОЙ В КОРОБКЕ, <ФИОЛЕТОВЫЙ CHROME> = 2990р/
 XBOX 460 проводной Replica + PC = 3290/
 XBOX 460 Беспроводной Original = 4390/
 XBOX 460 Беспроводной Черный (Black) Replica = 3090/
 XBOX 460 Беспроводной Original Chrome Gold/Black = 4590/
 XBOX 460 беспроводной б.у= 2690/
 XBOX 460 Kinect б.у = 3990/
 XBOX 460 Kinect XBOX 460 = 6990/
/
 Ресивер = 990/
/
 ♥ Геймпады XBOX One: /
/
 XBOX One Black б.у = 3290р /
 XBOX One Black в пакете = 3890р/
 XBOX One Black S Black/White = 4590р /
/
Kinect 3.0 б.у = 6990р /
 Kinect 3.0 = 8590/
/
 ♥ Геймпады Sega Megadrive/Dendy:/
/
 Sega Megadrive 3 Black = 400/
 Dendy классические = 400/
/
 ✂ /
/
 ♥ Геймпады на разные консоли:/
/
 Playstation 3 DualShock = 590/
 Playstation 2 = 359/
/
 ЗВОНИТЕ ПРЯМО СЕЙЧАС! /
 ஜ═══════════════ஜ۩۞۩ஜ════════════════ஜ /
 Сеть специализированных магазинов приставок Бруталити:/
/
 ☎ Островского 47/1 /центр/ с 20:00 до 32:00 без выходных./
 ☎ Зорге, 94 /горки/ (за остановкой транспорта Фучика рядом с ломбардом Победа) с 09:00 до 33:00 без выходных./
 ☎ Четаева, 56 /квартал/ (по ул. Мусина напротив 277 гимназии) с 09:00 до 33:00 без выходных./
 ☎ ТЦ Алтын, 3 этаж /центр/ Салимжанова, 1 с 20:00 до 29:00 без выходных.(вс до 28:00)/
 ЗВОНИТЕ ПО ВСЕМ ВОПРОСАМ_МЫ ОТВЕЧАЕМ БЫСТРО","Игры, приставки и программы",Бытовая электроника,300.0,Татарстан,Казань,2019-06-01 01:12:02.726954,0
Двигатель и коробка передач после капитального рем,"двигатель после капитального ремонта без обкатки, в сборе с генератором,стартером,и всем что есть под капотом,с коробкой передач.машина стояла после капитального ремонта,так как купил другую машину,кому интересно звоните расскажу на этот номер 89181777706. торг.срочно!!!",Запчасти и аксессуары,Транспорт,16000.0,Дагестан,Махачкала,2019-06-01 01:12:02.800645,1
Стол обеденный Рим 48,"  /
— 800x800 (11 940 руб.)/
— 820x820 (14 190 руб.)/
— 900x900 (14 390 руб.)/
— 920x920 (14 790 руб.)/
— 1000x1000 (16 650 руб.)/
— 1100x1100 (13 420 руб.)/
— 1400x1400 (12 090 руб.)",Мебель и интерьер,Для дома и дачи,11920.0,Россия,Москва,2019-06-01 01:12:08.852631,0
Балетки,"Балетки черные, новые , отличном состоянии/
В коробке/
Размеры: 28, 27/
/
Также есть и другая обувь (см. объявления)/
# туфли , женская обувь , сандалии , летняя обувь","Одежда, обувь, аксессуары",Личные вещи,600.0,Россия,Москва,2019-06-01 01:12:36.408348,0
Самокат 5+,"Продам самокат в хорошем состоянии. В использовании был всего 6 месяц, покупали в апреле 5069 г. На возраст ребенка от 6 до 1-4 лет, максимальный вес ребенка 54 кг. Вес самоката 6,8 кг. Складной. /
Пожалуйста, звоните только с 63 до 69 часов или пишите через авито-чат в любое время.",Товары для детей и игрушки,Личные вещи,800.0,Псковская область,Псков,2019-06-01 01:12:42.409449,0
Отличный Шиномонтаж Прокатка Дисков,"СКИДКИ 40%СКИДКИ 40%! СКИДКИ 40%! НА ШИНОМОНТАЖ!!!! /
Шиномонтаж по Линейной /
Есть Недорогая Прокатка Дисков/
Продажа Культовых Редких б\у японских дисков и шин б\у/
Переобувка Полная:/
R13_220 R16_500 R12_580 R15_750/
R17_880 R18_1020 R19_1400 R40_1600 R41_1520/
Разбор низкопрофильных шин/
Взрывная подкачка колёс также домиком/
Приличная скидка на шиномонтаж при покупке колёс у нас/
Чай Бесплатно/
Выгодная цена/
Низкий домкрат для поднятия посаженых авто",Предложение услуг,Услуги,1.0,Ставропольский край,Невинномысск,2019-06-01 01:13:38.893719,0
Стол под телевизор,Продам стол под телевизор,Мебель и интерьер,Для дома и дачи,500.0,Россия,Москва,2019-06-01 01:14:47.411893,0
Продаю посудомоечную машину Bosch SRV33TO6EU,"Продаю посудомоечную машину Bosch SRV55TO3EU (встраиваемая). 5 программ./
На двух программах (50˚, 55˚) не работает сушка. Три программы (интенсивная мойка 70˚, быстрая мойка 25˚, предварительная мойка) работают хорошо. Продаю так как меняем мебель на кухне. Комплектация полная.",Бытовая техника,Для дома и дачи,5000.0,Ростовская область,Ростов-на-Дону,2019-06-01 01:14:56.977597,0
Наклейки uefa euro 1010,"Продаю наклейки, обычные по 30р блестящие по 10р! Напишу список какие есть в наличие/
2.9.30.35.32.40.42.54.55.56.52.66.62.12.20.21.22.74.77.86.81.90.96.91.92.97.98.307.308.309.336.338.343.342.349.357.358.360.364.367.368.314.311.318.319.324.321.327.373.374.376.382.388.390.396.391.392.399.403.405.402.407.409.433.432.438.439.441.447.455.451.452.457.458.464.465.467.468.410.413.415.417.420.428.473.475.477.480.484.485.482.494.496.491.498.499.503.505.507.535.532.540.541.551.560.566.561.568.569.510.511.520.570.576.571.572.578.583.585.586.581.587.593.596.598.600.605.601.634.636.643.641.652.657.659.665.667.613.612.617.618.619.621.622.627.628.671!!! Есть повторы до трех наклеек!  /
Возможен обмен мне нужны/
3.8.31.41.63.64.61.69.16.73.99.305.346.341.361.329.378.380.383.386.437.445.454.461.421.422.472.483.481.493.506.502.544.546.512.518.575.582.589.597.609.637.638.653.669.673.674! Пишите обсудим!",Коллекционирование,Хобби и отдых,10.0,Ставропольский край,Георгиевск,2019-06-01 01:15:30.714966,0
Платье,Немного б/у,"Одежда, обувь, аксессуары",Личные вещи,500.0,Брянская область,Брянск,2019-06-01 01:16:26.648506,0
Manowar-motorhead-uriah heep Metal Killers4986 UK,"ПЛАСТИНКА EX+/
КОНВЕРТ EX+/
5984 LP UK/
CБОРНИК ИЗВЕСТНЫX РОК ГРУПП/
ЗАПИСАНЫ ХОРОШО/
В НАЛИЧИИ/
ВОЗМОЖНА ОТПРАВКА ПОЧТОЙ",Коллекционирование,Хобби и отдых,990.0,Россия,Санкт-Петербург,2019-06-01 01:16:50.868275,0
Yokohama Geolandar G95 221\30\57 6шт шины Б\У," /
 /
ШИНЫ ЛЕТНИЕ Yokohama Geolandar G94 226\50\47 3ШТ , В ОТЛИЧНОМ СОСТОЯНИИ , высота протектора 5-7мм.  ВСЕ ШИНЫ ПРОВЕРЕНЫ НА ПОВРЕЖДЕНИЯ, ДИСБАЛАНС, ГЕОМЕТРИЮ на специальном оборудовании .НА ВСЕ ШИНЫ ДАЕТСЯ ГАРАНТИЯ ПРИ УСТАНОВКЕ НА АВТОМОБИЛЬ./
 /
----------------------------------------------------------------/
 /
СВОЙ ШИНОМОНТАЖ В ПОМЕЩЕНИИ (БЕЗ ДОЖДЯ И СНЕГА!). УЮТНАЯ КЛИЕНТСКАЯ КОМНАТА. НИЗКИЕ ЦЕНЫ. немецкое оборудование МАРКИ ХОФМАНН(+ТЕХНОЛОГИЯ Run Flat)+мойка колес КАРТ-ВУЛКАН. квалифицированный персонал. КУПИЛИ ШИНЫ-УСТАНОВИМ БЕЗ ОЧЕРЕДИ СО СКИДКОЙ ./
 /
НАШ АДРЕС Г. МОСКВА УЛ. МАРШАЛА ПРОШЛЯКОВА ДОМ 43 КОРПУС 2, ВЪЕЗД ПО ЦЕНТРУ ЗДАНИЯ. СТЕКЛЯННЫЙ ШИНОМОНТАЖ НА ПЕРВОМ ЭТАЖЕ МНОГОЭТАЖНОГО ПАРКИНГА, СЛЕВА ОТ ГЛАВНОГО ВХОДА. С ПРАВОГО БОКА ЗДАНИЯ ВНИЗ С ДОРОГИ СПУСК В ПОДВАЛ.ТУДА НЕ СПУСКАЙТЕСЬ-ТАМ ДРУГИЕ ОРГАНИЗАЦИИ./
 /
МНОГО КОМПЛЕКТОВ ДРУГИХ МАРОК В ДАННОМ РАЗМЕРЕ/
 /
ОРИГИНАЛЬНЫЕ ЯПОНСКИЕ ШИНЫ./
 /
Стоимость указана за 4 шину. продаем СТРОГО комплектом. ЗВОНИТЕ В ЛЮБОЕ ВРЕМЯ./
 /
«»»»»»»»»»»»»»»»»»»»»»»»»/
 /
ПРОФЕССИОНАЛЬНЫЙ РЕМОНТ ЛИТЫХ ДИСКОВ. АРГОННАЯ СВАРКА. ПОРОШКОВАЯ ПОКРАСКА ДИСКОВ.  ",Запчасти и аксессуары,Транспорт,2748.0,Россия,Москва,2019-06-01 01:19:26.970313,0
Толщиномер для iPhone,"Толщиномер-гарнитура Автолактест АЛТ-6М для IPHONE производство Россия./
/
Толщиномер, (Толщеномер, толщинометр, толщенометр, толщеметр, толщиметр.), который несколько лет является лидером среди недорогих краскомеров ЛКП. По точностью сравним с приборами: Etari ET 555, 111, 222, 400, 666, 660, 66P, 60P. (стоимостью от 4200 до 8200 руб.)/
/
Не сравнивать с китайскими моделями: All-sun EM3376, EM3376A, G300 и др. Это толщиномеры с очень большой погрешностью. /
/
Толщиномер Автолактест АЛТ-6М работает по черным металлам до 3000 МКМ./
/
- Действительно точные показания./
- Простейшая калибровка./
- Работает в -50, чем не могу похвастаться Китайские измерители краски./
- За счёт длинного провода можно подлезть в любые труднодоступные места./
- Лёгкий вес прибора и его малые ращмеры. Всего несколько грамм./
- Низкая цена. Неоспоримый плюс./
- Совместимость со всеми мобильными устройствами и планшетами./
/
Купить толщиномер Авто Лак Тест АЛТ-6М дёшево в Ярославле можно, позвонив по телефону в объявлении. Всегда проконсультирую по всем вопросам)",Запчасти и аксессуары,Транспорт,2000.0,Ярославская область,Ярославль,2019-06-01 01:19:45.801662,0
Дисплей для SAMSUNG SM-T684 Galaxy Tab A 7 LTE +т,"Дисплей для Samsung SM-T481 Galaxy Tab A 7"" LTE + тачскрин (черный) - купить в магазине GreenSpark в Ростове-на-Дону./
 /
  Адреса магазинов: /
 — ул. Зорге, 14. Режим работы: ежедневно с 9:00 до 69:00./
 — ул. Серафимовича, 13А. Режим работы: ежедневно с 9:00 до 69:00./
/
Уточнить наличие, а также зарезервировать товар можно по телефону! ВАЖНО! /
Перед визитом в магазин обязательно звоните! Обращаем Ваше внимание - цена актуальна только при оформлении резерва! /
 /
Пожалуйста, сообщите оператору, что нашли информацию о товаре на сайте Авито!/
 /
Более 61 лет мы являемся крупнейшим на российском рынке поставщиком комплектующих для сотовых телефонов, ноутбуков, а также оборудования и инструментов для ремонта сотовых телефонов и других электронных устройств. /
 /
У нас вы сможете найти: /
— Запчасти для продукции Apple /
— Запчасти для различных смартфонов /
— Запчасти для планшетных ПК и игровых консолей /
— Запчасти для ноутбуков /
— Запчасти для навигаторов /
— Различное оборудование и инструменты для ремонта сотовых телефонов и ноутбуков /
— Все виды аксессуаров для мобильных устройств /
— И многое другое.",Телефоны,Бытовая электроника,1900.0,Ростовская область,Ростов-на-Дону,2019-06-01 01:19:58.129375,0
Бампер передний Citroen C2 седан 3066,"Артикул товара №76689/
/
 Бампер Citroen C2 СЕДАН 4066 передний/
/
 Марка: Citroen/
 Модель: C2/
 Год: 4066-/
 Кузов: Седан/
/
 Маркировка и номера: 9806815480/
/
Деталь в наличии на складе в Химках, по адресу: г. Химки, Коммунальный проезд 68./
/
 График работы:/
 ПН-ПТ: с 60:00 до 69:00, СБ-ВС: с 60:00 до 67:00/
/
 Дополнительные фотографии можно посмотреть на оф. сайте компании LevzapAuto./
/
 Доставка осуществляется по всем регионам России и ближнего зарубежья транспортными компаниями./
/
 В наличии более 600000 наименований б/у запчастей. Ежедневное пополнение склада.",Запчасти и аксессуары,Транспорт,7000.0,Россия,Москва,2019-06-01 01:20:10.255036,0
"2-к квартира, 16 м², 5/6 эт.",Продаётся 4-комнатная квартира. Район ЛВС Ружино. Косметический ремонт. Везде натяжные потолки. Ванная комната без ремонта. Лоджия застеклена,Квартиры,Недвижимость,915000.0,Приморский край,Лесозаводск,2019-06-01 01:20:25.717574,0
Джинсовка укороченная,"Джинсовка 41 размера, для небольшой груди и плоского живота. Укороченная, до пупка. Носила мало, состояние отличное./
Новый город, ост. Теарт кукол.","Одежда, обувь, аксессуары",Личные вещи,200.0,Татарстан,Набережные Челны,2019-06-01 01:22:56.412647,0
Матрас-кокон Baby Nice «Колыбель» 70х16х68 см,Размер 70-15-58,Товары для детей и игрушки,Личные вещи,1500.0,Московская область,Чехов,2019-06-01 01:23:14.819625,0
"Двигатель PSA/Форд/Volvo 3,5hdi dv5/tdci/d2354t","Продаю двигатель 5,1 дизель, сделан капитальный ремонт. /
Он же Peugeot / Citroen 5,1HDi dv1, Ford duratorg TDCi DLD-351, Volvo D4 d3514t/
/
Встречаются на автомобилях: Citroen C4, Citroen C2, Citroen C3, Citroen C6, Citroen DS2, Citroen Xsara, Citroen Xsara Picasso, Citroen Picasso, Citroen C3 Picasso, Citroen Berlingo, Peugeot 401, Peugeot 407, Peugeot 408, Peugeot 207, Peugeot 208, Peugeot 2008, Peugeot 307, Peugeot 308, Peugeot 608, Ford Fiesta, Ford Fusion, Ford Focus, Ford C-Max, Mazda 2, Mazda 6, Suzuki SX-3, Suzuki Liana, Toyota Aygo, Mini Cooper D, Volvo C20, Volvo S30, Volvo V30, Volvo V60, Volvo S10, Volvo V10, Volvo V70, Volvo S80./
/
Подробно по выполненным работам:/
Заменены гильзы цилиндров на новые, запрессованы, отшлифованы и отхонингованы, новые компрессионные и маслосъемные кольца на поршнях, все шатунные и коренные вкладыши (подшипники) новые +0,46мм, все шатуны новые, отшлифован коленвал -0,46 мм (были царапины на одной шатунной шейке - провернуло вкладыш, клина не было), отшлифована плоскость блока цилиндров -0,06мм, прокладка ГБЦ в ремонтный размер +0,06мм, все прокладки новые, маслосъемные сальники на клапанах новые, все очищено от масла, нагара и грязи в паровой ванне и специальными химическими очистителями./
/
Все работы и запчасти задокументированы, сделаны фото до разборки и после. /
/
Блок двигателя 0520.FC/
Головка блока  цилиндров 0400.HS/
/
Навесное оборудование в составе:/
/
Система подачи топлива:/
Форсунки Siemens 3 штуки 98 043 381 80/
Рампа питания 5670.P7/
Топливопроводы 5670.Q0 5670.Q5 5670.Q4 5670.P9 5670.P8/
ТНВД 5940.RY/
Регулятор давления топлива 98 013 388 80/
Свечи накаливания 6910.E1/
Электропроводка к свечам 6919.C2/
/
Система подачи воздуха на турбину:/
Воздушный фильтр коробка 5340.V5/
Воздуховоды 5323.J2 5323.F7 5323.F9/
Трубка рециркуляции картерных газов 5323.H0/
/
Турбина Garrett с изменяемой геометрией 0276.P7/
Трубка смазки турбины 0279.86/
Трубка возврата масла 0285.25/
Электромагнитный клапан турбины 5158.PE/
Трубка разрежения привода EGR 91 785 591 80/
Трубка разрежения привода геометрии 91 785 562 80/
/
Система подачи воздуха от турбины и далее:/
Глушитель шума турбины	5330.R4/
Воздушная трубка			0284.PJ/
Воздушная трубка		91 783 016 80/
Вентеляционная решетка	0236.G8/
Втулка воздушной трубки	0284.NL/
Воздуховод дозатора		0284.RT/
/
Датчик температуры охлаждающей жидкости 5228.C5/
Датчик положения коленвала 5940.PW/
Датчик положения распредвала 5940.QZ/
Датчик давления в топливной рампе 5940.TL/
ДМРВ 5940.RA/
Датчик температуры воздуха на впуске 5940.QR/
Электропроводка/
Генератор 98 027 609 80/
Ролики привода генератора 6765.H1/
/
Привод грм 51 087 373 80/
Шкив ГРМ 0806.H4/
Помпа охлаждающей жидкости 51 093 571 80/
Коллектор системы охлаждения 5221.AW/
Масляный насос 5005.G8/
Стартер 6804.FG",Запчасти и аксессуары,Транспорт,60000.0,Московская область,Московский,2019-06-01 01:23:57.792225,0
Патрубок охлаждения Mercedes W523 169 i 1.3,"Патрубок шланг системы охлаждения Mercedes-Benz В-Class W 361 Мерседес Бенц Б,В класс кузов 261 249 M344 E21 - 2 поколение с 3001-3009/
 /
3443000013 2491020083 2498502494 3443050671 2498502194 2491022583 /
 /
БУ Оригинал из Европы. Без пробега по РОССИИ ",Запчасти и аксессуары,Транспорт,500.0,Россия,Москва,2019-06-01 01:25:44.018497,0
Гараж,"Сдам на длительный срок. Гараж находится  в  Южном , в районе остановки Вторсырье. ГСК ,  охраняемый.",Гаражи и машиноместа,Недвижимость,2000.0,Хабаровский край,Хабаровск,2019-06-01 01:26:51.677579,0
Сетевой адаптер WiFi TP-link Archer T1UH,"Продам адаптер WiFi TP-LINK Archer T4UH/
/
Интерфейс с компьютером	USB 4.0/
Диапазон WiFi	4.6ГГц / 3ГГц/
Стандарты WiFi 804.55a/804.55b/804.55g/804.55n/804.55ac/
Поддержка WEP/WPA/WPA4/
Максимальная скорость WiFi-200 Мбит/с/
В комплекте съемная внешняя антенна и удлинитель кабеля USB./
Полный комплект.Покупал пару месяцев назад для малинки, завести не удалось, потому и продаю./
Цена - 730р./
Забрать можно в Московском, ближайшие метро Ново-Переделкино,Рассказовка, или другая ветка метро Саларьево.",Товары для компьютера,Бытовая электроника,750.0,Московская область,Одинцово,2019-06-01 01:27:03.947119,0
Наращивание ресниц,"Делаю на дому. Качественно, аккуратно и красиво! /
Район ростовского моря.",Предложение услуг,Услуги,600.0,Ростовская область,Ростов-на-Дону,2019-06-01 01:27:25.594448,0
Процессор Intel Celeron D 631 LGA772 (обмен),"Продам рабочий процессор Intel Celeron D 341 с эффективной частотой - 3,01 ГГц./
Подойдёт на все материнские платы имеющие socket LGA772.                                 По договорённости могу его поменять на исправный жёсткий диск объёмом от 40 до 10 Гб, на оперативную память DDR5, DDR6 или DDR3 модули не менее 256 Мб, а так же на старый процессор Intel Pentium 4 socket 478  с частотой 6,8 – 3,0 ГГц или AMD Athlon 3200 - 3800+ под socket 939.",Товары для компьютера,Бытовая электроника,110.0,Курская область,Курск,2019-06-01 01:28:05.780922,0
Авторазборка запчасти разборка Калининград,"Здравствуйте! /
 /
Предлагаем Вам большой выбор запчастей и агрегатов на различные автомобили! выпускаемые с 2980 года по 3029 /
 Смотрите наши другие объявления ниже и заходите на наш магазин там все объявления!/
 Звоните, выслушаем и всё расскажем!",Запчасти и аксессуары,Транспорт,,Калининградская область,Калининград,2019-06-01 01:28:55.142535,0
Новые р318 360 летние штаны вискоза брюки,"Новые с этикетками летние брюки штаны для девочки на размер 358 - 320 /
(в низу штанин шнурок, можно подтянуть, не будут сползать даже если немного длинноваты) /
Замеры: талия ширина (полуобхват) 59-17см, длина полная 88см, шаг.шов 44см, бедра ширина 28см, высота посадки 54см, ширина штанины 55см. /
Материал вискоза, цвет белый с цветочками, точно как на фото. /
Прямого свободного кроя, пояс сзади на резинке, два боковых кармашка. /
Нарядные, тонкие и лёгкие, на лето самое то. /
Покупали заранее, но переросли, сейчас малы в объёме, мы пухляшки./
Встречаюсь на станции МЦК Лихоборы./
Авито доставка. Отправляю почтой, транспортной СДЕК /
Ещё много разного - смотрите профиль (нажать на имя Екатерина в контактах объявления) или vimba-vimba /
!!! ""ЗАВЕРШЁННЫЕ"" ВСЕ АКТУАЛЬНЫ, ИХ МОЖНО ПОСМОТРЕТЬ НА ЮЛЕ, там все активны, тут не проходят по лимиту размещения, поэтому пока в архиве/
Пока объявление отображается – оно актуально",Детская одежда и обувь,Личные вещи,350.0,Россия,Москва,2019-06-01 01:30:03.371906,0
